"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 7","css-901oao 10","css-4rbku5 4","css-4rbku5 href 8","css-901oao 11","css-4rbku5 href 9","css-9pa8cd src 2","css-4rbku5 href 10","css-9pa8cd src 3","css-4rbku5 5","css-4rbku5 href 11","css-901oao 12","css-4rbku5 href 13","css-901oao 18","css-901oao 19"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1627863617709174784","20 feb.","Derivado de trabajos de investigación, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron en","@AlcaldiaMHmx","https://twitter.com/AlcaldiaMHmx",", a una mujer buscada por  autoridades en","72","280","1.082","https://twitter.com/OHarfuch/status/1627863617709174784/analytics","63,2 mil","#EstadosUnidos","https://twitter.com/hashtag/EstadosUnidos?src=hashtag_click",", probable responsable de traficar 
droga en México y EUA. Se le aseguraron dosis de cocaína y fentanilo.","https://twitter.com/OHarfuch/status/1627863617709174784/photo/1","https://pbs.twimg.com/media/FpdVVLiacAA6PzI?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1627839182147051521","20 feb.","Como parte de las acciones para inhibir delitos en","@A_VCarranza","https://twitter.com/A_VCarranza",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","efectuaron una revisión, que de acuerdo a videos de","154","293","1.191","https://twitter.com/OHarfuch/status/1627839182147051521/analytics","135,5 mil","","","duró 4 minutos a un vehículo donde ahora sabemos que viajaba personal de apoyo de","","","","","@C5_CDMX","https://twitter.com/C5_CDMX",". Nuestro objetivo es la prevención.","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1627810182070775812","20 feb.","En seguimiento a un grupo delictivo que opera en","@AlcaldiaAO","https://twitter.com/AlcaldiaAO",", elementos de","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","87","394","1.676","https://twitter.com/OHarfuch/status/1627810182070775812/analytics","96,8 mil","","",", liberaron a 4 hombres que estaban privados de la libertad, detuvieron a 6 personas, se aseguraron armas, cartuchos y drogas.","https://twitter.com/OHarfuch/status/1627810182070775812/photo/1","https://pbs.twimg.com/media/FpckuolaUAEev0o?format=jpg&name=small","https://twitter.com/OHarfuch/status/1627810182070775812/photo/2","https://pbs.twimg.com/media/FpckuojaIAE6gYU?format=jpg&name=small","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1626598876710068231","17 feb.","En","@Alcaldia_Coy","https://twitter.com/Alcaldia_Coy",",","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvo a 2 hombres relacionados con el robo de vehículos y autopartes; se aseguraron aproximadamente 4 toneladas de autopartes,A través de denuncias ciudadanas y acciones operativas, realizamos detenciones dirigidas a reducir estos delitos.","104","395","1.688","https://twitter.com/OHarfuch/status/1626598876710068231/analytics","106,1 mil","","","","https://twitter.com/OHarfuch/status/1626598876710068231/photo/1","https://pbs.twimg.com/media/FpLXB08aMAEQE9I?format=jpg&name=small","https://twitter.com/OHarfuch/status/1626598876710068231/photo/2","https://pbs.twimg.com/media/FpLXB03agAEqlIu?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1626218803897196545","16 feb.","En seguimiento a la investigación del atentado en contra de","@CiroGomezL","https://twitter.com/CiroGomezL","donde fueron detenidas 12 personas, se informa que","@SSC_CDMX","https://twitter.com/SSC_CDMX","cumplimentó 12 órdenes de aprehensión obtenidas por la","97","274","997","https://twitter.com/OHarfuch/status/1626218803897196545/analytics","146,2 mil","","",", 4 de ellas por tentativa de homicidio y 8 por asociación delictuosa.","","","","","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1620822080341315584","1 feb.","Derivado de la estrategia","@AlcaldiaAO","https://twitter.com/AlcaldiaAO",", en","@AlcCuajimalpa","https://twitter.com/AlcCuajimalpa","y","83","242","910","https://twitter.com/OHarfuch/status/1620822080341315584/analytics","61,5 mil","#AltoAlFuego","https://twitter.com/hashtag/AltoAlFuego?src=hashtag_click",", compañeros de","https://twitter.com/OHarfuch/status/1620822080341315584/photo/1","https://pbs.twimg.com/media/Fn5RFyXaUAI6dw0?format=jpg&name=900x900","","","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a un generador de violencia relacionado con 5 homicidios entre 2020 y 2023; cuenta con orden de aprehensión, con esta detención disminuirá la violencia en la zona.","","",""
"https://twitter.com/RigoSalgadoV","https://pbs.twimg.com/profile_images/1549111554582478856/k0QXtHgz_bigger.jpg","https://twitter.com/RigoSalgadoV","Rigoberto Salgado Vázquez","@RigoSalgadoV","·","https://twitter.com/RigoSalgadoV/status/1620527896292118530","31 ene.","Reunión de trabajo con el Secretario de","@SSC_CDMX","https://twitter.com/SSC_CDMX","Coincidimos en la necesidad de fomentar la participación ciudadana para restaurar el tejido social y diseñar estrategias de prevención en favor de la comunidad de las 16 alcaldías de la","@OHarfuch","https://twitter.com/OHarfuch","Seguiré informando","249","761","989","https://twitter.com/RigoSalgadoV/status/1620527896292118530/analytics","23,3 mil","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","","https://twitter.com/RigoSalgadoV/status/1620527896292118530/photo/1","https://pbs.twimg.com/media/Fn1FhaKXoAYHut2?format=jpg&name=small","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1619708209652203522","29 ene.","Hoy se efectuó el traslado a Centros Federales de 89 personas que generaban inestabilidad en Centros Penitenciarios de CDMX, son 138 personas transferidas en dos meses.Gracias a","@GN_MEXICO_","https://twitter.com/GN_MEXICO_","y a la Secretaria","@rosaicela_","https://twitter.com/rosaicela_","su apoyo para fortalecer el orden del sistema penitenciario","104","360","1.506","https://twitter.com/OHarfuch/status/1619708209652203522/analytics","84,4 mil","","","","https://twitter.com/OHarfuch/status/1619708209652203522/photo/1","https://pbs.twimg.com/media/FnpcCB4XoAM7Ujs?format=jpg&name=small","https://twitter.com/OHarfuch/status/1619708209652203522/photo/2","https://pbs.twimg.com/media/FnpcCC2WIAA9B_X?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1619485483352092672","28 ene.","El día de hoy derivado de una investigación e intercambio de información,","@SEMAR_mx","https://twitter.com/SEMAR_mx","y","@SSC_CDMX","https://twitter.com/SSC_CDMX","realizaron la detención de un hombre en","103","309","1.193","https://twitter.com/OHarfuch/status/1619485483352092672/analytics","75,6 mil","","","buscado por homicidio en el estado de Texas, la coordinación entre instituciones ha sido fundamental para combatir la violencia","https://twitter.com/OHarfuch/status/1619485483352092672/photo/1","https://pbs.twimg.com/media/FnmRdjgWQAE6qeI?format=jpg&name=small","","","@AlcCuauhtemocMx","https://twitter.com/AlcCuauhtemocMx","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1619462873868304384","28 ene.","Resultado de una investigación iniciada por denuncias ciudadanas, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron en","@IztacalcoAl","https://twitter.com/IztacalcoAl","a tres personas que con violencia extorsionaban en colonias de","78","239","818","https://twitter.com/OHarfuch/status/1619462873868304384/analytics","44,1 mil","","","Continuamos trabajando para incrementar la confianza de la ciudadanía.","https://twitter.com/OHarfuch/status/1619462873868304384/photo/1","https://pbs.twimg.com/media/Fnl85ofXEAASpJk?format=jpg&name=small","","","@TuAlcaldiaGAM","https://twitter.com/TuAlcaldiaGAM","","","",""
"https://twitter.com/LetyVarela","https://pbs.twimg.com/profile_images/1678514756649377793/PvNgsm9C_bigger.jpg","https://twitter.com/LetyVarela","Lety Varela","@LetyVarela","·","https://twitter.com/LetyVarela/status/1619131555989028864","27 ene.","Para quienes preguntan sobre el caso del","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","“detenido” en calles de Col Roma:
-Desde un inicio intervenimos a petición de","@SSC_CDMX","https://twitter.com/SSC_CDMX","-El","89","265","869","https://twitter.com/LetyVarela/status/1619131555989028864/analytics","60,3 mil","","","está bien y a salvo en Brigada Animal","https://twitter.com/LetyVarela/status/1619131555989028864/photo/1","https://pbs.twimg.com/media/FnhPkFfaAAA0hN0?format=jpg&name=small","https://twitter.com/LetyVarela/status/1619131555989028864/photo/2","https://pbs.twimg.com/media/FnhPkFdaQAEnCbX?format=jpg&name=small","@OHarfuch","https://twitter.com/OHarfuch","-Será rehabilitado para encontrarle un nuevo hogar
-","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1619166189036666880","27 ene.","Como parte del trabajo de proximidad de","@PabloVazC","https://twitter.com/PabloVazC","y","@SSC_CDMX","https://twitter.com/SSC_CDMX",", nuestra compañera y campeona,","54","137","642","https://twitter.com/OHarfuch/status/1619166189036666880/analytics","38,4 mil","","",", recorre las escuelas acercando a los jóvenes con su policía inspirando a las miles de niñas y jóvenes de la CDMX. Hoy recibió este mensaje en sus redes. ¡Felicidades!","https://twitter.com/OHarfuch/status/1619166189036666880/photo/1","https://pbs.twimg.com/media/FnhvEM5akAATG3c?format=jpg&name=small","https://twitter.com/OHarfuch/status/1619166189036666880/photo/2","https://pbs.twimg.com/media/FnhvEM2agAQ7q3G?format=jpg&name=small","@IrmaTorbellino","https://twitter.com/IrmaTorbellino","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1619089444996530177","27 ene.","Resultado de la estrategia de seguridad implementada en","@TlahuacRenace","https://twitter.com/TlahuacRenace",", en diciembre de 2022, disminuyeron los delitos de alto impacto respecto a noviembre de ese mismo año. Hoy en reunión de seguimiento con la Alcaldesa","@bereheca","https://twitter.com/bereheca",", acordamos continuar y fortalecer la operación.","147","194","739","https://twitter.com/OHarfuch/status/1619089444996530177/analytics","33,9 mil","","","","https://twitter.com/OHarfuch/status/1619089444996530177/photo/1","https://pbs.twimg.com/media/FngpQ7jaQAEdCTy?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1618993922038169601","27 ene.","Compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a un hombre en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa","relacionado con los delitos de extorsión a comerciantes, venta de drogas y secuestro; se le aseguró un arma de fuego, dosis de cocaína y dinero en efectivo.","100","292","1.117","https://twitter.com/OHarfuch/status/1618993922038169601/analytics","74,1 mil","","","","https://twitter.com/OHarfuch/status/1618993922038169601/photo/1","https://pbs.twimg.com/media/FnfSYxBaIAAddQk?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1618993922038169601/photo/2","https://pbs.twimg.com/media/FnfSYxLaYAIIPuN?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1618744845484593153","26 ene.","Felicidades a mi compañera Liliana, del agrupamiento","@SSC_CDMX","https://twitter.com/SSC_CDMX",", quien obtuvo el 1er lugar en el Campeonato Nacional para Instructores de Tiro 2022 en Querétaro. Es un orgullo para la","","","!","116","235","2.318","https://twitter.com/OHarfuch/status/1618744845484593153/analytics","109 mil","#UMOE","https://twitter.com/hashtag/UMOE?src=hashtag_click","","https://twitter.com/OHarfuch/status/1618744845484593153/photo/1","https://pbs.twimg.com/media/Fnbv2i4aAAEfQ6n?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1618735935851749376","26 ene.","El día de hoy reconocimos a 91 compañeros y compañeras de","@SSC_CDMX","https://twitter.com/SSC_CDMX",", quiénes con lealtad, profesionalismo y valentía trabajan todos los días al servicio de CDMX. Agradecemos  a","@Claudiashein","https://twitter.com/Claudiashein","por su apoyo hacia nuestra policía.","183","369","1.573","https://twitter.com/OHarfuch/status/1618735935851749376/analytics","142,3 mil","","","","https://twitter.com/OHarfuch/status/1618735935851749376/photo/1","https://pbs.twimg.com/media/FnbnwOTagAAMNsu?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1616138535656116225","19 ene.","En","@SSC_CDMX","https://twitter.com/SSC_CDMX","reconocemos el valor de nuestros policías, hoy fue ascendido mi compañero que se enfrentó a un hombre que, con un cuchillo, amenazaba a una mujer y a varias personas en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa",", el agresor contaba con 7 ingresos al Sistema Penitenciario.","1.678","3.203","21 mil","https://twitter.com/OHarfuch/status/1616138535656116225/analytics","1,3 M","","","","https://twitter.com/OHarfuch/status/1616138535656116225/photo/1","https://pbs.twimg.com/media/Fm2tbj3acAA6Sbj?format=jpg&name=small","https://twitter.com/OHarfuch/status/1616138535656116225/photo/2","https://pbs.twimg.com/media/Fm2tbj3aUAEd3Ri?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1615857843868995584","18 ene.","Hoy compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a una persona con 7 armas largas (AK-47) y cartuchos. La Policía de la Ciudad de México está alerta para sacar estas armas de las calles que tanto daño ocasionan.","","","","267","1.029","4.266","https://twitter.com/OHarfuch/status/1615857843868995584/analytics","381,5 mil","","","","https://twitter.com/OHarfuch/status/1615857843868995584/photo/1","https://pbs.twimg.com/media/FmyuJMHXoAEoUO_?format=jpg&name=small","https://twitter.com/OHarfuch/status/1615857843868995584/photo/2","https://pbs.twimg.com/media/FmyuJMHXEAAHcbj?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1615481500845367296","17 ene.","Felicidades a","@Luis_R_Bucio","https://twitter.com/Luis_R_Bucio",", Subsecretario de","@SSPCMexico","https://twitter.com/SSPCMexico","y al General David Córdova de","68","195","966","https://twitter.com/OHarfuch/status/1615481500845367296/analytics","64,6 mil","","","; junto con la Secretaria","https://twitter.com/OHarfuch/status/1615481500845367296/photo/1","https://pbs.twimg.com/media/FmtX27KaAAMiqur?format=jpg&name=small","https://twitter.com/OHarfuch/status/1615481500845367296/photo/2","https://pbs.twimg.com/media/FmtX27NaAAY9ICu?format=jpg&name=small","@GN_MEXICO_","https://twitter.com/GN_MEXICO_","cuentan con","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1613916992272228355","13 ene.","Se detuvo a una persona involucrada en el ataque contra","@CiroGomezL","https://twitter.com/CiroGomezL",", se trata de quien disparó y huyó en la motocicleta. Agradecemos el apoyo de","@FiscaliaMich","https://twitter.com/FiscaliaMich",",","496","1.621","5.096","https://twitter.com/OHarfuch/status/1613916992272228355/analytics","359,7 mil","#CNI","https://twitter.com/hashtag/CNI?src=hashtag_click",",","https://twitter.com/OHarfuch/status/1613916992272228355/photo/1","https://pbs.twimg.com/media/FmXI8tLWYAEsOVA?format=jpg&name=small","https://twitter.com/OHarfuch/status/1613916992272228355/photo/2","https://pbs.twimg.com/media/FmXI8tPWIAE0A9t?format=jpg&name=360x360","@SSeguridad_Mich","https://twitter.com/SSeguridad_Mich",",","https://twitter.com/PDI_FGJCDMX","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1613709557804548096","12 ene.","Hace unos minutos","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX",",","1.592","3.650","8.494","https://twitter.com/Claudiashein/status/1613709557804548096/analytics","622,8 mil","","","y","","","","","@SEDENAmx","https://twitter.com/SEDENAmx",", detuvieron en Michoacán al presunto responsable de disparar en contra de","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1611780093000536065","7 ene.","En breve actualizaremos la información con los trasladados faltantes.","","","","","","","42","235","485","https://twitter.com/OHarfuch/status/1611780093000536065/analytics","94 mil","","","","https://twitter.com/OHarfuch/status/1611778953735200768/photo/1","https://pbs.twimg.com/media/Fl4waf3aMAAPf80?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1611778953735200768","7 ene.","Por instrucciones de","@Claudiashein","https://twitter.com/Claudiashein","compartimos el listado de personas lesionadas, atendidas y trasladadas al momento.","","","","702","2.211","3.163","https://twitter.com/OHarfuch/status/1611778953735200768/analytics","1,1 M","","","","https://twitter.com/OHarfuch/status/1611778953735200768/photo/1","https://pbs.twimg.com/media/Fl4waf3aMAAPf80?format=jpg&name=small","","","","","","","",""
"https://twitter.com/martibatres","https://pbs.twimg.com/profile_images/874998965145677824/fSBT9WC2_bigger.jpg","https://twitter.com/martibatres","Martí Batres","@martibatres","·","https://twitter.com/martibatres/status/1611758808602140675","7 ene.","Estamos ya en el lugar del incidente, nos reportan 10 lesionados trasladados a hospitales, 4 personas vivas prensadas que están siendo rescatadas y al parecer una persona fallecida. Seguiremos informando.","","","","","","","5.711","2.559","5.391","https://twitter.com/martibatres/status/1611758808602140675/analytics","1,6 M","","","","https://twitter.com/martibatres/status/1611758808602140675/photo/1","https://pbs.twimg.com/media/Fl4eDmkakAAImme?format=jpg&name=small","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1608253071200759808","28 dic. 2022","El día de hoy compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a esta persona por diversos abusos a personas que buscaban estacionarse en lugares permitidos, por favor si lo reconocen ayúdenos a denunciar.","","","","1.024","3.608","8.062","https://twitter.com/OHarfuch/status/1608253071200759808/analytics","1,5 M","","","Franeleros violentan así a capitalinos y se adueñan de las calles de la","https://twitter.com/OHarfuch/status/1608253071200759808/photo/1","https://pbs.twimg.com/media/FlGppDLagAAUfel?format=jpg&name=small","","","","","0:54","","#CDMX","Video:"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1606666391314386944","24 dic. 2022","Resultado de meses de investigación y seguimiento,","@SSC_CDMX","https://twitter.com/SSC_CDMX","en coordinación con","@SEMAR_mx","https://twitter.com/SEMAR_mx","detuvieron a una persona en el","64","320","1.350","https://twitter.com/OHarfuch/status/1606666391314386944/analytics","107,7 mil","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","dedicado al robo a casa habitación en distintas alcaldías de la","https://twitter.com/OHarfuch/status/1606666391314386944/photo/1","https://pbs.twimg.com/media/FkwGkOoakAM9wUY?format=jpg&name=900x900","","","@AICM_mx","https://twitter.com/AICM_mx",". Contaba ya con una orden de aprehensión misma que fue cumplimentada.","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1605997437977382912","22 dic. 2022","Felicidades a mis 2 compañeros quienes representaron a nuestro país y a","@SSC_CDMX","https://twitter.com/SSC_CDMX","en el XlX Curso Nacional y X Curso Internacional de Buceo Táctico Policial con la","@PoliciaEcuador","https://twitter.com/PoliciaEcuador",". La capacitación constante es vital para mejorar la seguridad de la","76","189","1.658","https://twitter.com/OHarfuch/status/1605997437977382912/analytics","87,6 mil","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click",".","https://twitter.com/OHarfuch/status/1605997437977382912/photo/1","https://pbs.twimg.com/media/FkmmKBuVsAEDBfG?format=jpg&name=small","https://twitter.com/OHarfuch/status/1605997437977382912/photo/2","https://pbs.twimg.com/media/FkmmKCzUUAEeyan?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1605759392124751873","21 dic. 2022","En","@Alcaldia_Coy","https://twitter.com/Alcaldia_Coy",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a dos personas quienes intentaron robar un vehículo; en coordinación con","114","510","1.997","https://twitter.com/OHarfuch/status/1605759392124751873/analytics","151,8 mil","","","se identificó que se encuentran relacionados con otros robos en la zona; está detención es relevante para disminuir los robos en la alcaldía","","https://pbs.twimg.com/ext_tw_video_thumb/1605759360935661569/pu/img/BD_RrxQcEm--L4Qg.jpg","","","@C5_CDMX","https://twitter.com/C5_CDMX","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1605402353217290242","20 dic. 2022","Felicidades hoy en Su día del Policía a mujeres y hombres que todos los días se esfuerzan por mantener el orden en la CDMX. Gracias por demostrar el compañerismo tan fuerte hoy en nuestro evento para la Policía!","","","","","","","126","196","1.835","https://twitter.com/OHarfuch/status/1605402353217290242/analytics","116,8 mil","","","","https://twitter.com/OHarfuch/status/1605402353217290242/photo/1","https://pbs.twimg.com/media/FkeI7h9aYAAS25P?format=jpg&name=small","https://twitter.com/OHarfuch/status/1605402353217290242/photo/2","https://pbs.twimg.com/media/FkeI7h9akAAEHt1?format=jpg&name=small","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1605051493194661888","19 dic. 2022","Tenemos a la mejor Policía del país, gracias por su trabajo durante este año.","","","","","","","1.465","689","2.725","https://twitter.com/Claudiashein/status/1605051493194661888/analytics","341 mil","","","","","https://pbs.twimg.com/amplify_video_thumb/1605048452739518466/img/tVHToxQCz-NOkWQ1.jpg","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1602662526763892737","13 dic. 2022","En","@AlcaldiaMHmx","https://twitter.com/AlcaldiaMHmx","compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","identificaron y  detuvieron a un hombre quien se dedicaba al robo de ecobicis y las comercializaba en redes sociales; gracias a esta detención se generarán más detenciones para eliminar estos robos.","89","270","1.092","https://twitter.com/OHarfuch/status/1602662526763892737/analytics","","","","","https://twitter.com/OHarfuch/status/1602662526763892737/photo/1","https://pbs.twimg.com/media/Fj3NEtzXEAIeWcg?format=jpg&name=small","https://twitter.com/OHarfuch/status/1602662526763892737/photo/2","https://pbs.twimg.com/media/Fj3NEtuXkAExGbb?format=jpg&name=small","","","","","",""
"https://twitter.com/MiguelTorrucoG","https://pbs.twimg.com/profile_images/1559670336269975553/QHLCNAGc_bigger.jpg","https://twitter.com/MiguelTorrucoG","Miguel Torruco Garza","@MiguelTorrucoG","·","https://twitter.com/MiguelTorrucoG/status/1602386638276939776","12 dic. 2022","El trabajo en equipo genera grandes resultados, los habitantes de la Ciudad de México reconocen un buen gobierno, seguiremos caminando en unidad con el firme propósito de servirle a la Patria.","","https://twitter.com/MiguelTorrucoG/status/1602386638276939776/media_tags","y","","","Omar Garcia Harfuch","91","698","","https://twitter.com/MiguelTorrucoG/status/1602386638276939776/analytics","Miguel Torruco Garza","","","","https://twitter.com/MiguelTorrucoG/status/1602386638276939776/photo/1","https://pbs.twimg.com/media/FjzSJtEVQAA4UjV?format=jpg&name=small","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
